"","state","state.name","middate","pollster","pollster_id","samplesize","population","clinton","trump"
"626","KS","Kansas","9/19/16","Ipsos",25,336,"likelyvoters",34.4,53.56
"627","KS","Kansas","9/18/16","CVOTER International",192,518,"likelyvoters",38.3,57.2
"628","KS","Kansas","9/17/16","Google Consumer Surveys",73,246,"likelyvoters",41.3,29.59
"629","KS","Kansas","9/12/16","Ipsos",25,314,"likelyvoters",35.91,50.8
"630","KS","Kansas","9/10/16","Google Consumer Surveys",73,283,"likelyvoters",37.26,28.56
"631","KS","Kansas","9/8/16","SurveyUSA",12,595,"likelyvoters",36,48
"632","KS","Kansas","9/5/16","Ipsos",25,309,"likelyvoters",38.88,49.42
"633","KS","Kansas","9/3/16","Google Consumer Surveys",73,297,"likelyvoters",36.4,33.94
"634","KS","Kansas","8/29/16","Ipsos",25,294,"likelyvoters",38.27,51.62
"635","KS","Kansas","8/27/16","Google Consumer Surveys",73,217,"likelyvoters",43.82,26.61
"636","KS","Kansas","8/22/16","Remington",NA,7769,"likelyvoters",37,44
"637","KS","Kansas","8/22/16","Ipsos",25,254,"likelyvoters",37.02,52.45
"638","KS","Kansas","8/20/16","SurveyMonkey",352,741,"registeredvoters",30,43
"639","KS","Kansas","8/20/16","Google Consumer Surveys",73,275,"likelyvoters",40.04,26.88
"640","KS","Kansas","8/15/16","Ipsos",25,274,"likelyvoters",37.35,47.97
"641","KS","Kansas","8/13/16","Google Consumer Surveys",73,244,"likelyvoters",34.98,30.11
"642","KS","Kansas","8/8/16","Ipsos",25,333,"likelyvoters",37.04,47.54
"643","KS","Kansas","8/5/16","SurveyUSA",12,566,"likelyvoters",39,44
"644","KS","Kansas","7/16/16","Fort Hays State University",357,542,"likelyvoters",27,44
"645","KS","Kansas","7/9/16","SurveyUSA",12,559,"likelyvoters",36,47
"646","KS","Kansas","6/5/16","Zogby Interactive/JZ Analytics",344,433,"registeredvoters",43,36
"647","KY","Kentucky","10/17/16","Google Consumer Surveys",73,398,"likelyvoters",33.15,43.68
"648","KY","Kentucky","10/12/16","CVOTER International",192,324,"likelyvoters",38.1,57.6
"649","KY","Kentucky","10/12/16","Google Consumer Surveys",73,328,"likelyvoters",29.49,41.89
"650","KY","Kentucky","10/10/16","Ipsos",25,458,"likelyvoters",41.04,51.6
"651","KY","Kentucky","10/6/16","Google Consumer Surveys",73,196,"likelyvoters",35.39,34
"652","KY","Kentucky","10/6/16","Ipsos",25,336,"likelyvoters",39.38,53.08
"653","KY","Kentucky","10/5/16","CVOTER International",192,327,"likelyvoters",38.2,56.9
"654","KY","Kentucky","9/30/16","Google Consumer Surveys",73,384,"likelyvoters",36.44,36.64
"655","KY","Kentucky","9/29/16","Ipsos",25,370,"likelyvoters",37.27,57.06
"656","KY","Kentucky","9/25/16","CVOTER International",192,537,"likelyvoters",36.6,59.3
"657","KY","Kentucky","9/23/16","Google Consumer Surveys",73,320,"likelyvoters",32.6,35.16
"658","KY","Kentucky","9/22/16","Ipsos",25,361,"likelyvoters",37.76,56.38
"659","KY","Kentucky","9/18/16","CVOTER International",192,523,"likelyvoters",36.1,59.1
"660","KY","Kentucky","9/17/16","Google Consumer Surveys",73,366,"likelyvoters",29.61,40.67
"661","KY","Kentucky","9/15/16","Ipsos",25,322,"likelyvoters",37.31,53.57
"662","KY","Kentucky","9/10/16","Google Consumer Surveys",73,368,"likelyvoters",32.16,43.82
"663","KY","Kentucky","9/5/16","Ipsos",25,437,"likelyvoters",35.33,53.99
"664","KY","Kentucky","9/3/16","Google Consumer Surveys",73,405,"likelyvoters",29.48,40.03
"665","KY","Kentucky","8/29/16","Ipsos",25,409,"likelyvoters",37.01,53.27
"666","KY","Kentucky","8/27/16","Google Consumer Surveys",73,380,"likelyvoters",36.67,32.51
"667","KY","Kentucky","8/22/16","Ipsos",25,404,"likelyvoters",41.76,46.34
"668","KY","Kentucky","8/20/16","SurveyMonkey",352,732,"registeredvoters",29,52
"669","KY","Kentucky","8/20/16","Google Consumer Surveys",73,383,"likelyvoters",34.88,39.74
"670","KY","Kentucky","8/15/16","Ipsos",25,413,"likelyvoters",43.04,45.34
"671","KY","Kentucky","8/13/16","Google Consumer Surveys",73,407,"likelyvoters",33.42,34.87
"672","KY","Kentucky","8/8/16","Ipsos",25,375,"likelyvoters",41.02,47.01
"673","KY","Kentucky","7/31/16","Harper Polling",148,500,"registeredvoters",36,49
"674","LA","Louisiana","10/18/16","Mason-Dixon Polling & Research, Inc.",49,625,"likelyvoters",34,54
"675","LA","Louisiana","10/17/16","Google Consumer Surveys",73,312,"likelyvoters",25.88,51.95
"676","LA","Louisiana","10/13/16","JMC Enterprises",294,800,"registeredvoters",38,45
"677","LA","Louisiana","10/12/16","CVOTER International",192,314,"likelyvoters",40.8,54.7
"678","LA","Louisiana","10/12/16","Google Consumer Surveys",73,280,"likelyvoters",25.82,49.54
"679","LA","Louisiana","10/10/16","Ipsos",25,459,"likelyvoters",35.5,51.46
"680","LA","Louisiana","10/6/16","Google Consumer Surveys",73,223,"likelyvoters",22.83,49.2
"681","LA","Louisiana","10/5/16","CVOTER International",192,320,"likelyvoters",40.4,54.5
"682","LA","Louisiana","10/3/16","Ipsos",25,473,"likelyvoters",35.98,49.16
"683","LA","Louisiana","9/30/16","Google Consumer Surveys",73,259,"likelyvoters",31.23,45.71
"684","LA","Louisiana","9/28/16","Market Research Insight",54,600,"likelyvoters",35,52
"685","LA","Louisiana","9/26/16","Ipsos",25,463,"likelyvoters",35.53,50.88
"686","LA","Louisiana","9/25/16","CVOTER International",192,531,"likelyvoters",38.6,57.2
"687","LA","Louisiana","9/23/16","Google Consumer Surveys",73,221,"likelyvoters",30.6,45.73
"688","LA","Louisiana","9/23/16","JMC Enterprises",294,905,"likelyvoters",35,45
"689","LA","Louisiana","9/19/16","Ipsos",25,427,"likelyvoters",37.53,49.56
"690","LA","Louisiana","9/18/16","CVOTER International",192,533,"likelyvoters",38.9,56.4
"691","LA","Louisiana","9/17/16","Google Consumer Surveys",73,259,"likelyvoters",25.28,53.54
"692","LA","Louisiana","9/16/16","Southern Media & Opinion Research",142,500,"likelyvoters",32.6,48.9
"693","LA","Louisiana","9/12/16","Ipsos",25,369,"likelyvoters",35.79,51.87
"694","LA","Louisiana","9/10/16","Google Consumer Surveys",73,258,"likelyvoters",26.43,45.38
"695","LA","Louisiana","9/5/16","Ipsos",25,374,"likelyvoters",34.25,54.2
"696","LA","Louisiana","9/3/16","Google Consumer Surveys",73,273,"likelyvoters",23.88,50.15
"697","LA","Louisiana","8/30/16","Anzalone Liszt Grove Research",323,605,"likelyvoters",40,46
"698","LA","Louisiana","8/29/16","Ipsos",25,342,"likelyvoters",33.24,59.91
"699","LA","Louisiana","8/27/16","Google Consumer Surveys",73,294,"likelyvoters",23.53,49.56
"700","LA","Louisiana","8/22/16","Ipsos",25,333,"likelyvoters",36.85,56.69
"701","LA","Louisiana","8/20/16","SurveyMonkey",352,871,"registeredvoters",33,49
"702","LA","Louisiana","8/20/16","Google Consumer Surveys",73,286,"likelyvoters",21.03,51.78
"703","LA","Louisiana","8/15/16","Ipsos",25,326,"likelyvoters",39.41,50.38
"704","LA","Louisiana","8/13/16","Google Consumer Surveys",73,280,"likelyvoters",27.03,46.2
"705","LA","Louisiana","8/8/16","Ipsos",25,424,"likelyvoters",38.11,48.16
"706","LA","Louisiana","5/5/16","JMC Enterprises",294,624,"likelyvoters",36,52
"707","MA","Massachusetts","10/17/16","Google Consumer Surveys",73,485,"likelyvoters",48.34,23.72
"708","MA","Massachusetts","10/14/16","MassINC Polling Group",32,502,"likelyvoters",54,28
"709","MA","Massachusetts","10/13/16","Ipsos",25,476,"likelyvoters",57,25.36
"710","MA","Massachusetts","10/12/16","CVOTER International",192,329,"likelyvoters",57.9,38.9
"711","MA","Massachusetts","10/12/16","Google Consumer Surveys",73,421,"likelyvoters",52.83,18.93
"712","MA","Massachusetts","10/6/16","Ipsos",25,598,"likelyvoters",54.07,28.57
"713","MA","Massachusetts","10/6/16","Google Consumer Surveys",73,407,"likelyvoters",52.75,19.79
"714","MA","Massachusetts","10/5/16","CVOTER International",192,328,"likelyvoters",57.6,38.7
"715","MA","Massachusetts","9/30/16","Google Consumer Surveys",73,465,"likelyvoters",50.2,22.82
"716","MA","Massachusetts","9/29/16","Ipsos",25,671,"likelyvoters",48.99,29.85
"717","MA","Massachusetts","9/28/16","Western New England University",35,403,"likelyvoters",58,26
"718","MA","Massachusetts","9/25/16","CVOTER International",192,507,"likelyvoters",55.9,40.8
"719","MA","Massachusetts","9/23/16","Google Consumer Surveys",73,399,"likelyvoters",49.68,22.87
"720","MA","Massachusetts","9/22/16","Ipsos",25,588,"likelyvoters",50.12,28.38
"721","MA","Massachusetts","9/18/16","CVOTER International",192,501,"likelyvoters",56.2,40.1
"722","MA","Massachusetts","9/17/16","YouGov",81,700,"likelyvoters",47,34
"723","MA","Massachusetts","9/17/16","Google Consumer Surveys",73,435,"likelyvoters",50.03,23.57
"724","MA","Massachusetts","9/15/16","Ipsos",25,509,"likelyvoters",53.52,30.28
"725","MA","Massachusetts","9/10/16","Google Consumer Surveys",73,481,"likelyvoters",42.9,28.07
"726","MA","Massachusetts","9/8/16","MassINC Polling Group",32,506,"likelyvoters",54,28
"727","MA","Massachusetts","9/8/16","Ipsos",25,488,"likelyvoters",53.07,31.09
"728","MA","Massachusetts","9/4/16","Emerson College",119,500,"likelyvoters",50,33
"729","MA","Massachusetts","9/3/16","Google Consumer Surveys",73,444,"likelyvoters",43.78,24.19
"730","MA","Massachusetts","9/1/16","Ipsos",25,485,"likelyvoters",53.47,29.86
"731","MA","Massachusetts","8/27/16","Google Consumer Surveys",73,485,"likelyvoters",48.64,23.46
"732","MA","Massachusetts","8/25/16","Ipsos",25,401,"likelyvoters",47.92,31.85
"733","MA","Massachusetts","8/20/16","SurveyMonkey",352,1167,"registeredvoters",48,29
"734","MA","Massachusetts","8/20/16","Google Consumer Surveys",73,509,"likelyvoters",50.66,22
"735","MA","Massachusetts","8/18/16","Ipsos",25,399,"likelyvoters",46.28,32.51
"736","MA","Massachusetts","8/13/16","Google Consumer Surveys",73,444,"likelyvoters",50.33,21.5
"737","MA","Massachusetts","8/11/16","Ipsos",25,495,"likelyvoters",52.52,29.58
"738","MA","Massachusetts","6/27/16","Hickman Analytics",NA,500,"registeredvoters",49,31
"739","MA","Massachusetts","5/3/16","Suffolk University",65,500,"likelyvoters",55,31
"740","MA","Massachusetts","4/5/16","Western New England University",35,497,"registeredvoters",62,26
"741","MD","Maryland","10/17/16","Google Consumer Surveys",73,414,"likelyvoters",49.12,25.44
"742","MD","Maryland","10/13/16","Ipsos",25,369,"likelyvoters",53.03,28.62
"743","MD","Maryland","10/12/16","CVOTER International",192,325,"likelyvoters",58.7,37.1
"744","MD","Maryland","10/12/16","Google Consumer Surveys",73,349,"likelyvoters",47.49,24.96
"745","MD","Maryland","10/6/16","Ipsos",25,487,"likelyvoters",53.72,31.56
"746","MD","Maryland","10/6/16","Google Consumer Surveys",73,368,"likelyvoters",48.14,25.89
"747","MD","Maryland","10/5/16","CVOTER International",192,331,"likelyvoters",58.2,37.2
"748","MD","Maryland","9/30/16","Google Consumer Surveys",73,461,"likelyvoters",48.83,23.09
"749","MD","Maryland","9/29/16","Ipsos",25,508,"likelyvoters",53.07,31.74
"750","MD","Maryland","9/28/16","ABC News/Washington Post",6,706,"likelyvoters",63,27
"751","MD","Maryland","9/25/16","CVOTER International",192,527,"likelyvoters",57.6,38.7
"752","MD","Maryland","9/23/16","Google Consumer Surveys",73,349,"likelyvoters",40.59,28.62
"753","MD","Maryland","9/22/16","Ipsos",25,466,"likelyvoters",51.84,32.73
"754","MD","Maryland","9/18/16","Goucher College",NA,514,"likelyvoters",58,25
"755","MD","Maryland","9/18/16","CVOTER International",192,531,"likelyvoters",57.6,37.9
"756","MD","Maryland","9/17/16","Google Consumer Surveys",73,355,"likelyvoters",43.47,26.86
"757","MD","Maryland","9/15/16","Ipsos",25,435,"likelyvoters",50.27,33.88
"758","MD","Maryland","9/10/16","Google Consumer Surveys",73,454,"likelyvoters",43.81,25.98
"759","MD","Maryland","9/8/16","Ipsos",25,361,"likelyvoters",53.13,29.03
"760","MD","Maryland","9/3/16","Google Consumer Surveys",73,447,"likelyvoters",46.95,23.56
"761","MD","Maryland","9/1/16","Ipsos",25,364,"likelyvoters",53.93,29.58
"762","MD","Maryland","8/27/16","Google Consumer Surveys",73,483,"likelyvoters",45.83,24.29
"763","MD","Maryland","8/24/16","OpinionWorks",151,754,"likelyvoters",54,25
"764","MD","Maryland","8/22/16","Ipsos",25,526,"likelyvoters",52.18,32.11
"765","MD","Maryland","8/20/16","SurveyMonkey",352,1199,"registeredvoters",54,27
"766","MD","Maryland","8/20/16","Google Consumer Surveys",73,439,"likelyvoters",44.15,25.86
"767","MD","Maryland","8/15/16","Ipsos",25,525,"likelyvoters",53.02,30.47
"768","MD","Maryland","8/13/16","Google Consumer Surveys",73,437,"likelyvoters",48.93,21.31
"769","MD","Maryland","8/8/16","Ipsos",25,475,"likelyvoters",52.87,29.37
"770","MD","Maryland","4/7/16","Marist College",8,2563,"registeredvoters",63,27
"771","MD","Maryland","4/1/16","ABC News/Washington Post",6,752,"registeredvoters",63,28
"772","ME","Maine","10/17/16","Google Consumer Surveys",73,137,"likelyvoters",36.58,36.27
"773","ME","Maine","10/14/16","Maine People's Resource Center",328,890,"likelyvoters",42,36
"774","ME","Maine CD-1","10/14/16","Maine People's Resource Center",328,469,"likelyvoters",45.5,35.5
"775","ME","Maine CD-2","10/14/16","Maine People's Resource Center",328,420,"likelyvoters",38.2,37
"776","ME","Maine","10/12/16","CVOTER International",192,313,"likelyvoters",55,41.6
"777","ME","Maine","10/12/16","Google Consumer Surveys",73,82,"likelyvoters",42.77,25.71
"778","ME","Maine CD-2","10/10/16","Clarity Campaign Labs",115,932,"likelyvoters",39,39
"779","ME","Maine","10/10/16","Ipsos",25,202,"likelyvoters",47.76,38.69
"780","ME","Maine CD-2","10/8/16","Maine People's Resource Center",328,424,"likelyvoters",38.8,40.4
"781","ME","Maine CD-1","10/8/16","Maine People's Resource Center",328,468,"likelyvoters",48.7,32.3
"782","ME","Maine","10/8/16","Maine People's Resource Center",328,892,"likelyvoters",44,36.1
"783","ME","Maine","10/6/16","Google Consumer Surveys",73,37,"likelyvoters",42.82,41.51
"784","ME","Maine","10/5/16","CVOTER International",192,305,"likelyvoters",55,41.2
"785","ME","Maine","10/3/16","Ipsos",25,244,"likelyvoters",48.2,34.82
"786","ME","Maine CD-2","10/2/16","Normington, Petts & Associates",280,400,"likelyvoters",44,40
"787","ME","Maine","9/30/16","Google Consumer Surveys",73,74,"likelyvoters",49.93,22.54
"788","ME","Maine","9/26/16","Ipsos",25,266,"likelyvoters",45.94,33.06
"789","ME","Maine","9/25/16","CVOTER International",192,462,"likelyvoters",53.7,43
"790","ME","Maine","9/23/16","Google Consumer Surveys",73,75,"likelyvoters",36.31,28.63
"791","ME","Maine CD-2","9/21/16","Normington, Petts & Associates",280,400,"likelyvoters",40,44
"792","ME","Maine","9/19/16","Ipsos",25,276,"likelyvoters",45.01,33.56
"793","ME","Maine","9/18/16","CVOTER International",192,460,"likelyvoters",53.6,42.5
"794","ME","Maine","9/17/16","University of New Hampshire",37,513,"likelyvoters",40,36
"795","ME","Maine CD-2","9/17/16","University of New Hampshire",37,207,"likelyvoters",34,48
"796","ME","Maine CD-1","9/17/16","University of New Hampshire",37,206,"likelyvoters",50,28
"797","ME","Maine","9/17/16","Google Consumer Surveys",73,59,"likelyvoters",33.3,35.15
"798","ME","Maine CD-2","9/16/16","Maine People's Resource Center",328,396,"likelyvoters",33.2,44.3
"799","ME","Maine CD-1","9/16/16","Maine People's Resource Center",328,440,"likelyvoters",40.5,29.8
"800","ME","Maine","9/16/16","Maine People's Resource Center",328,835,"likelyvoters",37,36.7
"801","ME","Maine","9/12/16","Ipsos",25,247,"likelyvoters",39.71,38.19
"802","ME","Maine","9/10/16","Google Consumer Surveys",73,88,"likelyvoters",33.34,27.83
"803","ME","Maine","9/7/16","SurveyUSA",12,779,"likelyvoters",42,39
"804","ME","Maine CD-2","9/7/16","SurveyUSA",12,397,"likelyvoters",37,47
"805","ME","Maine CD-1","9/7/16","SurveyUSA",12,382,"likelyvoters",49,31
"806","ME","Maine","9/5/16","Ipsos",25,213,"likelyvoters",41,39.71
"807","ME","Maine","9/3/16","Emerson College",119,800,"likelyvoters",44,35
"808","ME","Maine CD-1","9/3/16","Emerson College",119,400,"likelyvoters",52,30.1
"809","ME","Maine CD-2","9/3/16","Emerson College",119,400,"likelyvoters",36.2,40.7
"810","ME","Maine","9/3/16","Google Consumer Surveys",73,114,"likelyvoters",37.56,28.42
"811","ME","Maine","8/29/16","Ipsos",25,189,"likelyvoters",52.06,32.89
"812","ME","Maine","8/27/16","Google Consumer Surveys",73,104,"likelyvoters",47.02,17.28
"813","ME","Maine","8/22/16","Ipsos",25,160,"likelyvoters",42.22,41.65
"814","ME","Maine","8/20/16","SurveyMonkey",352,715,"registeredvoters",37,34
"815","ME","Maine","8/20/16","Google Consumer Surveys",73,105,"likelyvoters",35.99,32.25
"816","ME","Maine CD-2","8/18/16","Maine People's Resource Center",328,399,"likelyvoters",37.8,33.6
"817","ME","Maine CD-1","8/18/16","Maine People's Resource Center",328,442,"likelyvoters",45.2,30.9
"818","ME","Maine","8/18/16","Maine People's Resource Center",328,841,"likelyvoters",42,32
"819","ME","Maine","8/15/16","Ipsos",25,176,"likelyvoters",38.78,39.83
"820","ME","Maine","8/13/16","Google Consumer Surveys",73,121,"likelyvoters",45.25,17.56
"821","ME","Maine","8/8/16","Ipsos",25,210,"likelyvoters",32.92,37.19
"822","ME","Maine","8/6/16","Gravis Marketing",181,2046,"registeredvoters",43,33
"823","ME","Maine","6/18/16","University of New Hampshire",37,475,"likelyvoters",42,35
"824","ME","Maine CD-1","6/18/16","University of New Hampshire",37,247,"likelyvoters",48,33
"825","ME","Maine CD-2","6/18/16","University of New Hampshire",37,222,"likelyvoters",36,37
"826","ME","Maine","3/7/16","Critical Insights",331,610,"likelyvoters",43,34
"827","MI","Michigan","10/18/16","Mitchell Research & Communications",370,1102,"likelyvoters",51,38
"828","MI","Michigan","10/17/16","Marketing Resource Group (MRG)",188,600,"likelyvoters",41,36
"829","MI","Michigan","10/17/16","Ipsos",25,441,"likelyvoters",45.18,40.82
"830","MI","Michigan","10/17/16","Google Consumer Surveys",73,637,"likelyvoters",37.41,28.49
"831","MI","Michigan","10/12/16","CVOTER International",192,327,"likelyvoters",51.7,44.3
"832","MI","Michigan","10/12/16","SurveyMonkey",352,1331,"likelyvoters",45,37
"833","MI","Michigan","10/12/16","Google Consumer Surveys",73,581,"likelyvoters",33.6,33.62
"834","MI","Michigan","10/11/16","Mitchell Research & Communications",370,1429,"likelyvoters",47,37
"835","MI","Michigan","10/10/16","Glengariff Group, Inc.",102,600,"likelyvoters",42.2,30.6
"836","MI","Michigan","10/10/16","Ipsos",25,1168,"likelyvoters",43.78,37.33
"837","MI","Michigan","10/6/16","Google Consumer Surveys",73,587,"likelyvoters",39.75,28.98
"838","MI","Michigan","10/5/16","CVOTER International",192,338,"likelyvoters",51.5,44
"839","MI","Michigan","10/3/16","Ipsos",25,418,"likelyvoters",44.75,38.18
"840","MI","Michigan","10/2/16","EPIC-MRA",34,600,"likelyvoters",43,32
"841","MI","Michigan","9/30/16","Google Consumer Surveys",73,657,"likelyvoters",37.61,30.85
"842","MI","Michigan","9/27/16","Glengariff Group, Inc.",102,600,"likelyvoters",42,35
"843","MI","Michigan","9/27/16","Mitchell Research & Communications",370,1956,"likelyvoters",46,41
"844","MI","Michigan","9/26/16","Ipsos",25,375,"likelyvoters",39.35,39.05
"845","MI","Michigan","9/25/16","CVOTER International",192,554,"likelyvoters",49.8,46.3
"846","MI","Michigan","9/23/16","Google Consumer Surveys",73,516,"likelyvoters",37.28,29.9
"847","MI","Michigan","9/21/16","Target Insyght",307,600,"registeredvoters",46,41
"848","MI","Michigan","9/18/16","CVOTER International",192,549,"likelyvoters",49.9,45.5
"849","MI","Michigan","9/17/16","Google Consumer Surveys",73,613,"likelyvoters",34.85,33.58
"850","MI","Michigan","9/15/16","Ipsos",25,632,"likelyvoters",42.97,41.67
"851","MI","Michigan","9/11/16","EPIC-MRA",34,600,"likelyvoters",38,35
"852","MI","Michigan","9/10/16","Google Consumer Surveys",73,681,"likelyvoters",34.61,31.05
"853","MI","Michigan","9/8/16","Ipsos",25,644,"likelyvoters",43.63,43.84
"854","MI","Michigan","9/6/16","Mitchell Research & Communications",370,940,"likelyvoters",45,39
"855","MI","Michigan","9/3/16","Google Consumer Surveys",73,615,"likelyvoters",35.17,29.24
"856","MI","Michigan","9/1/16","Ipsos",25,613,"likelyvoters",42.74,41.32
"857","MI","Michigan","8/27/16","Google Consumer Surveys",73,578,"likelyvoters",34.69,30.08
"858","MI","Michigan","8/26/16","Emerson College",119,800,"likelyvoters",44.9,39.5
"859","MI","Michigan","8/25/16","Ipsos",25,494,"likelyvoters",41.5,42.49
"860","MI","Michigan","8/23/16","Suffolk University",65,500,"likelyvoters",43.6,37.2
"861","MI","Michigan","8/20/16","SurveyMonkey",352,2428,"registeredvoters",39,38
"862","MI","Michigan","8/20/16","Google Consumer Surveys",73,542,"likelyvoters",33.34,33.02
"863","MI","Michigan","8/18/16","Ipsos",25,542,"likelyvoters",43.25,43.78
"864","MI","Michigan","8/13/16","Google Consumer Surveys",73,682,"likelyvoters",37.13,29.03
"865","MI","Michigan","8/11/16","Ipsos",25,630,"likelyvoters",43.97,42.89
"866","MI","Michigan","8/9/16","Mitchell Research & Communications",370,1314,"likelyvoters",44,33
"867","MI","Michigan","8/1/16","EPIC-MRA",34,600,"likelyvoters",43,32
"868","MI","Michigan","7/31/16","Glengariff Group, Inc.",102,600,"likelyvoters",41,31.6
"869","MI","Michigan","7/14/16","YouGov",81,1201,"likelyvoters",42,39
"870","MI","Michigan","7/13/16","Marketing Resource Group (MRG)",188,800,"likelyvoters",34,29
"871","MI","Michigan","7/8/16","Mitchell Research & Communications",370,600,"likelyvoters",40,34
"872","MI","Michigan","6/16/16","Evolving Strategies",NA,612,"likelyvoters",47,30
"873","MI","Michigan","6/15/16","Greenberg Quinlan Rosner (Democracy Corps)",127,300,"likelyvoters",48,33
"874","MI","Michigan","5/25/16","Glengariff Group, Inc.",102,600,"likelyvoters",36.8,32.7
"875","MI","Michigan","3/23/16","SurveyUSA",12,904,"likelyvoters",49,38
"876","MI","Michigan","3/20/16","EPIC-MRA",34,600,"likelyvoters",47,37
"877","MI","Michigan","3/2/16","Marist College",8,2229,"registeredvoters",52,36
"878","MI","Michigan","2/24/16","Marketing Resource Group (MRG)",188,600,"likelyvoters",44,39
"879","MI","Michigan","1/24/16","EPIC-MRA",34,600,"likelyvoters",43,41
"880","MN","Minnesota","10/17/16","Google Consumer Surveys",73,596,"likelyvoters",35.95,28.73
"881","MN","Minnesota","10/13/16","Ipsos",25,499,"likelyvoters",44.14,32.36
"882","MN","Minnesota","10/12/16","CVOTER International",192,329,"likelyvoters",50.9,45.7
"883","MN","Minnesota","10/12/16","Google Consumer Surveys",73,597,"likelyvoters",35.74,30.31
"884","MN","Minnesota","10/6/16","Ipsos",25,611,"likelyvoters",42.74,35.8
"885","MN","Minnesota","10/6/16","Google Consumer Surveys",73,580,"likelyvoters",39.04,25.42
"886","MN","Minnesota","10/5/16","CVOTER International",192,322,"likelyvoters",50.6,45.3
"887","MN","Minnesota","9/30/16","Google Consumer Surveys",73,578,"likelyvoters",37.89,28.42
"888","MN","Minnesota","9/29/16","Ipsos",25,645,"likelyvoters",42.03,37.57
"889","MN","Minnesota","9/25/16","CVOTER International",192,497,"likelyvoters",49.4,47
"890","MN","Minnesota","9/23/16","Google Consumer Surveys",73,547,"likelyvoters",37.46,28.24
"891","MN","Minnesota","9/23/16","Gravis Marketing",181,906,"likelyvoters",43,43
"892","MN","Minnesota","9/22/16","Ipsos",25,551,"likelyvoters",42.8,34.63
"893","MN","Minnesota","9/18/16","CVOTER International",192,488,"likelyvoters",50.1,46
"894","MN","Minnesota","9/18/16","SurveyUSA",12,625,"likelyvoters",46,39
"895","MN","Minnesota","9/17/16","Google Consumer Surveys",73,579,"likelyvoters",37.2,26.85
"896","MN","Minnesota","9/15/16","Ipsos",25,510,"likelyvoters",42.86,35.94
"897","MN","Minnesota","9/13/16","Mason-Dixon Polling & Research, Inc.",49,625,"registeredvoters",44,38
"898","MN","Minnesota","9/10/16","Google Consumer Surveys",73,426,"likelyvoters",34.49,25.54
"899","MN","Minnesota","9/8/16","Ipsos",25,537,"likelyvoters",43.91,33.76
"900","MN","Minnesota","9/3/16","Google Consumer Surveys",73,632,"likelyvoters",34.61,26.85
"901","MN","Minnesota","9/1/16","Ipsos",25,517,"likelyvoters",41.56,31.31
"902","MN","Minnesota","8/27/16","Google Consumer Surveys",73,524,"likelyvoters",38.29,24.77
"903","MN","Minnesota","8/25/16","Ipsos",25,457,"likelyvoters",41.97,32.95
"904","MN","Minnesota","8/20/16","SurveyMonkey",352,2054,"registeredvoters",41,34
"905","MN","Minnesota","8/20/16","Google Consumer Surveys",73,524,"likelyvoters",36.85,24.96
"906","MN","Minnesota","8/18/16","Ipsos",25,523,"likelyvoters",43.51,34.62
"907","MN","Minnesota","8/13/16","Google Consumer Surveys",73,555,"likelyvoters",40.71,25.69
"908","MN","Minnesota","8/11/16","Ipsos",25,541,"likelyvoters",42.1,33.97
"909","MN","Minnesota","4/26/16","Mason-Dixon Polling & Research, Inc.",49,800,"registeredvoters",48,35
"910","MN","Minnesota","1/19/16","Mason-Dixon Polling & Research, Inc.",49,800,"registeredvoters",43,38
"911","MO","Missouri","10/18/16","Emerson College",119,600,"likelyvoters",39,47
"912","MO","Missouri","10/17/16","Google Consumer Surveys",73,587,"likelyvoters",37.53,34.42
"913","MO","Missouri","10/13/16","Ipsos",25,321,"likelyvoters",37.03,48.14
"914","MO","Missouri","10/12/16","CVOTER International",192,359,"likelyvoters",44.5,51.4
"915","MO","Missouri","10/12/16","Google Consumer Surveys",73,608,"likelyvoters",37.93,26.95
"916","MO","Missouri","10/10/16","Remington",NA,2171,"likelyvoters",42,47
"917","MO","Missouri","10/10/16","Monmouth University",1,406,"likelyvoters",41,46
"918","MO","Missouri","10/6/16","Ipsos",25,433,"likelyvoters",36.11,48.21
"919","MO","Missouri","10/6/16","Google Consumer Surveys",73,585,"likelyvoters",34.15,30.38
"920","MO","Missouri","10/5/16","CVOTER International",192,378,"likelyvoters",44.7,50.7
"921","MO","Missouri","9/30/16","Google Consumer Surveys",73,611,"likelyvoters",38.49,29.66
"922","MO","Missouri","9/29/16","Ipsos",25,478,"likelyvoters",37.05,48.7
"923","MO","Missouri","9/26/16","Remington",NA,1279,"likelyvoters",39,49
"924","MO","Missouri","9/25/16","CVOTER International",192,570,"likelyvoters",43.5,52.6
"925","MO","Missouri","9/23/16","Google Consumer Surveys",73,560,"likelyvoters",34.39,31.95
"926","MO","Missouri","9/22/16","Ipsos",25,403,"likelyvoters",36.06,47.69
"927","MO","Missouri","9/22/16","YouGov",81,1087,"likelyvoters",37,46
"928","MO","Missouri","9/18/16","CVOTER International",192,571,"likelyvoters",43.5,52
"929","MO","Missouri","9/17/16","Google Consumer Surveys",73,588,"likelyvoters",33.26,31.81
"930","MO","Missouri","9/15/16","Ipsos",25,356,"likelyvoters",35.23,50.79
"931","MO","Missouri","9/11/16","Emerson College",119,600,"likelyvoters",34,47
"932","MO","Missouri","9/10/16","Google Consumer Surveys",73,636,"likelyvoters",34.37,33.32
"933","MO","Missouri","9/8/16","Ipsos",25,351,"likelyvoters",35.77,53.43
